customerId,currentBalance,averageBalance,minimumBalance,maximumBalance,balanceVolatility,averageTransactionValue,monthlyTransactionValue,transactionsPerMonth,daysSinceLastTransaction,monthlyActiveDays,transactionGrowthRate,engagementScore,engagementCategory,scoreBreakdown,numberOfProducts,hasCreditCard,hasLoan,hasInvestment,hasInsurance,complaintCount,complaintsLast90Days,unresolvedComplaints,averageResolutionTime,digitalUsagePercentage,mobileLoginFrequency,webLoginFrequency,digitalSessionDuration,age,income,creditScore,tenureMonths,churn
CUST-1346,200.0,24110.28,200.0,55576.85,0.769,2928.59,50762.22,17.33,1,14,0.078,67.1,Engaged,"{'transactionFrequency': 21.7, 'digitalUsage': 17.8, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,71.2,6.2,0.7,479.3,42,822125,658,56,0
CUST-1347,200.0,1908.07,200.0,24390.36,1.504,2633.06,18870.3,7.17,12,2,-0.393,37.9,Dormant,"{'transactionFrequency': 9.0, 'digitalUsage': 13.9, 'productUsage': 8.0, 'recency': 16.0, 'servicePenalty': 9.0}",2,False,True,False,False,2,2,1,23.0,55.8,0.2,0.8,638.7,56,1243389,683,35,1
CUST-1348,200.0,1955.95,200.0,12501.03,1.261,2881.84,39865.48,13.83,6,2,-0.651,54.8,At Risk,"{'transactionFrequency': 17.3, 'digitalUsage': 17.5, 'productUsage': 12.0, 'recency': 18.0, 'servicePenalty': 10.0}",3,False,True,False,True,3,3,2,105.0,69.9,5.8,1.3,560.1,36,293995,678,30,1
CUST-1349,200.0,8243.65,200.0,47483.25,1.59,2928.75,41490.67,14.17,1,10,0.289,66.8,Engaged,"{'transactionFrequency': 17.7, 'digitalUsage': 19.4, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 2.0}",3,False,True,False,True,2,1,0,74.0,77.6,5.0,2.0,534.3,32,441736,776,70,0
CUST-1350,147823.66,176136.08,147823.66,232136.16,0.12,1728.17,32835.27,19.0,3,14,-0.067,66.7,Engaged,"{'transactionFrequency': 23.8, 'digitalUsage': 21.9, 'productUsage': 4.0, 'recency': 19.0, 'servicePenalty': 2.0}",1,False,False,False,False,1,1,0,28.0,87.7,6.3,3.3,460.3,44,448973,756,64,0
CUST-1351,9234.19,35845.69,200.0,132370.09,1.211,2394.35,67041.79,28.0,1,22,0.329,86.4,Highly Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.7, 'productUsage': 20.0, 'recency': 19.7, 'servicePenalty': 0.0}",5,True,True,True,True,0,0,0,0.0,86.9,8.3,2.5,516.0,37,623431,727,71,0
CUST-1352,200.0,4078.75,200.0,23988.19,1.522,2295.63,35199.74,15.33,1,9,0.0,76.6,Engaged,"{'transactionFrequency': 19.2, 'digitalUsage': 21.8, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,False,True,True,True,0,0,0,0.0,87.0,8.8,1.0,503.8,37,1415758,707,20,0
CUST-1353,204371.57,212018.56,189725.25,237956.1,0.07,2658.4,21267.17,8.0,3,4,0.0,60.9,Engaged,"{'transactionFrequency': 10.0, 'digitalUsage': 21.9, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 2.0}",3,False,True,True,False,1,1,0,75.0,87.5,8.2,5.2,504.0,21,547009,782,41,0
CUST-1354,259.07,36925.68,200.0,117867.36,0.842,2578.84,59313.33,23.0,1,21,0.295,79.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.5, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,True,False,True,0,0,0,0.0,73.9,6.5,3.2,547.0,41,446658,847,51,0
CUST-1355,200.0,8944.04,200.0,45068.61,1.278,2489.99,55194.86,22.17,1,20,0.045,70.5,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.9, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,2,0,0,64.5,71.4,6.2,3.3,517.0,47,477116,643,57,0
CUST-1356,81599.86,155458.18,81599.86,254841.79,0.318,2225.9,55276.62,24.83,1,16,-0.113,69.4,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 16.8, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,1,0,0,25.0,67.1,5.3,0.5,472.4,44,2053695,710,4,0
CUST-1357,200.0,7680.66,200.0,53121.41,1.74,2240.88,60503.83,27.0,1,19,0.187,76.6,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 23.9, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,95.7,12.5,4.0,449.2,29,292893,740,3,0
CUST-1358,71525.24,113691.15,71525.24,151864.1,0.259,2028.05,26702.7,13.17,8,7,0.455,63.2,Engaged,"{'transactionFrequency': 16.5, 'digitalUsage': 17.4, 'productUsage': 12.0, 'recency': 17.3, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,69.6,3.0,2.3,508.5,34,634565,631,8,0
CUST-1359,214221.01,244025.59,214221.01,270264.31,0.061,2613.67,40947.53,15.67,1,9,0.233,70.7,Engaged,"{'transactionFrequency': 19.6, 'digitalUsage': 19.4, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,77.7,5.3,4.3,574.0,36,499987,783,3,0
CUST-1360,109580.45,138493.9,109580.45,157487.23,0.104,2287.06,21727.03,9.5,16,7,0.107,53.8,At Risk,"{'transactionFrequency': 11.9, 'digitalUsage': 19.3, 'productUsage': 8.0, 'recency': 14.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,77.2,9.8,4.7,422.2,31,250000,722,12,0
CUST-1361,16731.48,6309.61,200.0,39979.89,1.52,2565.55,50883.45,19.83,1,18,0.017,75.4,Engaged,"{'transactionFrequency': 24.8, 'digitalUsage': 18.9, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,True,False,1,0,0,120.0,75.6,5.0,3.5,445.6,44,1040157,657,79,0
CUST-1362,1772.11,46970.83,200.0,108268.19,0.837,2492.36,44447.16,17.83,3,13,-0.121,65.3,Engaged,"{'transactionFrequency': 22.3, 'digitalUsage': 18.0, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 6.0}",3,False,True,True,False,3,3,0,46.3,72.0,6.5,4.2,634.5,28,250000,772,3,0
CUST-1363,44634.42,85046.16,39918.87,126772.39,0.311,2169.73,23505.37,10.83,4,5,-0.477,63.1,Engaged,"{'transactionFrequency': 13.5, 'digitalUsage': 18.9, 'productUsage': 12.0, 'recency': 18.7, 'servicePenalty': 0.0}",3,True,False,False,True,0,0,0,0.0,75.4,6.8,3.5,483.4,37,682189,702,18,0
CUST-1364,200.0,924.72,200.0,6985.48,1.804,2274.51,9856.22,4.33,65,0,-0.783,29.6,Dormant,"{'transactionFrequency': 5.4, 'digitalUsage': 20.2, 'productUsage': 4.0, 'recency': 0.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,80.8,5.5,2.8,426.5,50,530275,653,8,1
CUST-1365,43538.09,78938.38,31107.02,124913.53,0.39,2277.32,37196.27,16.33,4,10,-0.077,66.3,Engaged,"{'transactionFrequency': 20.4, 'digitalUsage': 21.2, 'productUsage': 8.0, 'recency': 18.7, 'servicePenalty': 2.0}",2,False,False,False,True,3,1,0,64.3,84.7,8.7,4.3,539.3,47,322525,669,12,0
CUST-1366,1416.14,7118.15,200.0,48119.88,1.606,3198.31,28251.74,8.83,61,0,-0.721,27.3,Dormant,"{'transactionFrequency': 11.0, 'digitalUsage': 12.3, 'productUsage': 4.0, 'recency': 0.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,49.1,2.7,0.7,458.0,42,653512,643,11,1
CUST-1367,11993.89,4607.94,200.0,25647.98,1.061,2259.9,50847.71,22.5,1,13,-0.221,79.9,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 19.2, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,False,True,True,0,0,0,0.0,77.0,7.2,5.0,512.9,43,479203,750,140,0
CUST-1368,21570.83,113731.31,21398.66,208310.49,0.521,2385.85,50102.77,21.0,1,17,0.207,80.3,Highly Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 23.6, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,False,True,True,False,0,0,0,0.0,94.4,8.5,3.3,455.0,29,338698,813,7,0
CUST-1369,200.0,6533.6,200.0,31981.48,1.26,2109.11,30582.07,14.5,1,13,0.171,63.6,Engaged,"{'transactionFrequency': 18.1, 'digitalUsage': 15.8, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 2.0}",3,False,False,True,True,2,1,0,39.0,63.2,3.8,0.8,362.7,56,250000,718,79,0
CUST-1370,200.0,53896.96,200.0,118819.98,0.662,2355.47,52998.08,22.5,1,18,-0.097,65.6,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.9, 'productUsage': 4.0, 'recency': 19.7, 'servicePenalty': 2.0}",1,False,False,False,False,3,1,0,62.3,75.6,6.3,3.7,615.2,56,729379,732,106,0
CUST-1371,473.64,12411.67,200.0,72797.13,1.585,2695.62,37289.44,13.83,29,1,-0.629,59.5,At Risk,"{'transactionFrequency': 17.3, 'digitalUsage': 19.9, 'productUsage': 12.0, 'recency': 10.3, 'servicePenalty': 0.0}",3,False,False,True,True,1,0,0,70.0,79.5,6.3,4.8,373.0,55,444140,630,5,1
CUST-1372,9861.73,42191.97,9861.73,75819.93,0.441,2213.21,21763.26,9.83,2,7,-0.257,61.8,Engaged,"{'transactionFrequency': 12.3, 'digitalUsage': 18.2, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,72.9,2.7,3.0,588.2,50,1015812,731,62,0
CUST-1373,1084.64,997.78,200.0,11040.11,1.685,2541.92,43636.25,17.17,2,11,-0.125,68.0,Engaged,"{'transactionFrequency': 21.5, 'digitalUsage': 17.2, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 2.0}",3,False,False,True,True,2,1,0,33.0,68.9,5.2,5.2,522.3,24,955694,676,24,0
CUST-1374,200.0,13800.93,200.0,34221.92,0.863,2206.41,24270.46,11.0,7,1,-0.692,59.5,At Risk,"{'transactionFrequency': 13.8, 'digitalUsage': 20.1, 'productUsage': 8.0, 'recency': 17.7, 'servicePenalty': 0.0}",2,False,False,False,True,0,0,0,0.0,80.3,5.3,2.5,482.5,39,518387,657,6,1
CUST-1375,2746.74,69558.6,200.0,148628.34,0.742,2730.22,37312.97,13.67,1,8,-0.047,62.1,Engaged,"{'transactionFrequency': 17.1, 'digitalUsage': 17.4, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,True,False,False,0,0,0,0.0,69.5,5.5,2.3,547.1,36,973156,714,8,0
CUST-1376,214756.95,277353.97,214756.95,317906.24,0.104,2446.7,46487.39,19.0,1,15,0.035,70.1,Engaged,"{'transactionFrequency': 23.8, 'digitalUsage': 18.6, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,1,0,0,88.0,74.6,5.8,2.0,466.5,46,304403,709,48,0
CUST-1377,200.0,76089.54,200.0,145829.34,0.511,2465.98,41099.69,16.67,1,17,0.0,69.3,Engaged,"{'transactionFrequency': 20.8, 'digitalUsage': 18.8, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 2.0}",3,True,False,True,False,2,1,0,80.0,75.0,4.3,2.5,434.2,35,250000,713,17,0
CUST-1378,480784.99,528521.57,480784.99,570973.29,0.054,2016.08,29233.09,14.5,2,12,-0.065,69.0,Engaged,"{'transactionFrequency': 18.1, 'digitalUsage': 21.6, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 2.0}",3,False,True,False,True,1,1,0,40.0,86.2,7.7,5.3,525.7,24,250000,725,21,0
CUST-1379,976.95,20040.74,200.0,87707.54,1.328,2300.49,71315.04,31.0,1,19,0.066,68.8,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 14.1, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 2.0}",3,True,False,True,False,1,1,0,116.0,56.5,3.0,1.2,476.9,37,1115278,850,37,0
CUST-1380,1155.78,26424.59,200.0,87271.12,0.973,2238.8,43283.55,19.33,1,13,-0.212,72.7,Engaged,"{'transactionFrequency': 24.2, 'digitalUsage': 20.9, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,83.6,10.7,3.7,415.2,29,513241,665,15,0
CUST-1381,145979.34,226928.9,140994.34,320047.46,0.224,2403.17,54071.43,22.5,1,19,0.141,68.8,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 20.2, 'productUsage': 4.0, 'recency': 19.7, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,80.7,4.8,1.8,509.6,47,905387,604,75,0
CUST-1382,10331.7,5875.83,200.0,11123.35,0.634,2501.9,12092.53,4.83,17,1,-0.278,44.7,At Risk,"{'transactionFrequency': 6.0, 'digitalUsage': 16.4, 'productUsage': 8.0, 'recency': 14.3, 'servicePenalty': 0.0}",2,False,True,False,False,0,0,0,0.0,65.5,5.7,0.8,524.9,29,274857,664,20,1
CUST-1383,200.0,4146.6,200.0,35492.39,2.12,2368.6,53293.49,22.5,2,14,-0.07,67.0,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 14.6, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 4.0}",3,True,True,False,False,2,2,0,52.0,58.5,2.0,0.8,617.0,38,753500,717,140,0
CUST-1384,200.0,5041.33,200.0,27730.13,1.567,2518.32,37774.75,15.0,1,10,-0.083,69.6,Engaged,"{'transactionFrequency': 18.8, 'digitalUsage': 19.2, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,False,True,0,0,0,0.0,76.7,5.3,3.2,369.2,34,250000,736,61,0
CUST-1385,200.0,51786.15,200.0,104957.82,0.687,2486.03,47234.48,19.0,1,14,0.367,67.6,Engaged,"{'transactionFrequency': 23.8, 'digitalUsage': 16.2, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,64.9,2.0,1.5,561.6,53,386494,686,40,0
CUST-1386,7885.14,4918.29,200.0,14153.92,0.847,2607.64,34333.91,13.17,7,2,-0.554,61.8,Engaged,"{'transactionFrequency': 16.5, 'digitalUsage': 19.6, 'productUsage': 8.0, 'recency': 17.7, 'servicePenalty': 0.0}",2,False,True,False,False,0,0,0,0.0,78.5,5.3,2.2,497.9,39,463454,601,6,1
CUST-1387,4255.13,25532.75,200.0,94262.18,0.897,2802.21,58379.42,20.83,1,18,-0.076,66.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.4, 'productUsage': 4.0, 'recency': 19.7, 'servicePenalty': 4.0}",1,False,False,False,False,2,2,0,71.0,85.6,5.7,3.0,429.3,29,250000,672,37,0
CUST-1388,200.0,17247.45,200.0,55783.34,1.001,2276.65,45533.03,20.0,1,16,0.259,70.2,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.5, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,False,True,1,0,0,63.0,70.0,4.0,1.0,288.6,39,1318373,615,61,0
CUST-1389,6351.76,37463.43,200.0,124225.7,0.988,2466.77,47690.92,19.33,4,13,-0.239,77.2,Engaged,"{'transactionFrequency': 24.2, 'digitalUsage': 24.4, 'productUsage': 12.0, 'recency': 18.7, 'servicePenalty': 2.0}",3,True,True,False,False,3,1,0,81.0,97.4,10.2,5.7,498.4,32,729806,699,74,0
CUST-1390,18716.02,63847.48,18716.02,107984.17,0.419,2344.27,34382.64,14.67,2,6,-0.421,64.7,Engaged,"{'transactionFrequency': 18.3, 'digitalUsage': 21.0, 'productUsage': 8.0, 'recency': 19.3, 'servicePenalty': 2.0}",2,False,True,False,False,1,1,0,101.0,84.1,7.3,2.7,579.8,47,425627,849,11,0
CUST-1391,2298.9,4725.18,200.0,14220.36,0.903,1954.83,23783.71,12.17,34,0,-0.661,47.1,At Risk,"{'transactionFrequency': 15.2, 'digitalUsage': 19.2, 'productUsage': 4.0, 'recency': 8.7, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,76.7,4.7,1.3,482.9,40,252142,719,21,1
CUST-1392,418674.46,468797.65,418674.46,507277.57,0.055,1891.17,24585.18,13.0,1,14,0.162,61.2,Engaged,"{'transactionFrequency': 16.2, 'digitalUsage': 17.3, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,69.2,4.7,2.8,508.4,35,995389,706,37,0
CUST-1393,5081.45,17182.67,200.0,56340.48,1.164,2357.67,52654.58,22.33,4,14,0.267,80.9,Highly Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.3, 'productUsage': 16.0, 'recency': 18.7, 'servicePenalty': 0.0}",4,True,True,False,True,0,0,0,0.0,85.1,6.3,4.5,516.0,27,1464749,735,23,0
CUST-1394,287427.53,347536.36,287427.53,390690.4,0.086,2608.21,38253.72,14.67,1,8,-0.043,71.9,Engaged,"{'transactionFrequency': 18.3, 'digitalUsage': 21.9, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,87.5,10.8,2.7,488.5,36,250000,746,40,0
CUST-1395,200.0,4089.96,200.0,29477.02,1.376,2129.63,25910.45,12.17,12,1,-0.585,49.9,At Risk,"{'transactionFrequency': 15.2, 'digitalUsage': 14.7, 'productUsage': 4.0, 'recency': 16.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,58.9,2.7,0.8,389.0,45,384435,707,17,1
CUST-1396,7785.27,34047.62,280.34,73747.32,0.655,2303.83,26877.98,11.67,7,4,-0.105,55.8,At Risk,"{'transactionFrequency': 14.6, 'digitalUsage': 13.6, 'productUsage': 12.0, 'recency': 17.7, 'servicePenalty': 2.0}",3,True,False,False,True,2,1,0,17.5,54.3,3.5,1.2,459.7,24,507384,654,4,0
CUST-1397,105327.16,137436.81,105327.16,179630.08,0.19,2147.29,22904.42,10.67,7,7,-0.167,58.8,At Risk,"{'transactionFrequency': 13.3, 'digitalUsage': 23.8, 'productUsage': 4.0, 'recency': 17.7, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,95.3,9.3,4.8,624.9,38,522937,744,124,0
CUST-1398,1765.86,4445.29,200.0,23019.91,1.468,2298.71,66662.61,29.0,1,23,0.047,81.8,Highly Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.1, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,84.5,6.2,4.8,489.8,41,739600,791,15,0
CUST-1399,429697.88,496792.76,429697.88,552437.96,0.072,2475.7,48688.75,19.67,3,18,0.264,78.7,Engaged,"{'transactionFrequency': 24.6, 'digitalUsage': 23.1, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 0.0}",3,False,True,False,True,0,0,0,0.0,92.4,12.3,4.0,478.3,29,1248533,738,6,0
CUST-1400,200.0,2185.72,200.0,20744.97,1.68,2674.03,26740.26,10.0,51,0,-0.652,36.6,Dormant,"{'transactionFrequency': 12.5, 'digitalUsage': 17.1, 'productUsage': 4.0, 'recency': 3.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,68.3,1.3,1.0,589.0,39,425528,659,27,1
CUST-1401,195761.02,272685.5,195761.02,378888.15,0.196,2028.78,52072.02,25.67,2,13,-0.323,75.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 22.7, 'productUsage': 8.0, 'recency': 19.3, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,90.9,7.0,4.7,577.1,34,449169,741,34,0
CUST-1402,1921.3,4720.67,200.0,15923.22,0.949,2025.98,22961.15,11.33,7,3,-0.542,47.2,At Risk,"{'transactionFrequency': 14.2, 'digitalUsage': 21.3, 'productUsage': 4.0, 'recency': 17.7, 'servicePenalty': 10.0}",1,False,False,False,False,2,0,2,0.0,85.3,7.7,1.0,471.9,35,866047,755,19,1
CUST-1403,200.0,2865.48,200.0,11669.88,1.143,2606.43,52997.45,20.33,1,14,-0.032,74.0,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.3, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,1,0,0,73.0,85.2,3.8,2.3,518.8,26,1137767,646,47,0
CUST-1404,200.0,6330.95,200.0,40654.08,1.456,2207.82,22814.17,10.33,1,9,-0.27,58.0,At Risk,"{'transactionFrequency': 12.9, 'digitalUsage': 21.4, 'productUsage': 4.0, 'recency': 19.7, 'servicePenalty': 0.0}",1,False,False,False,False,1,0,0,31.0,85.5,8.2,7.5,505.6,40,722003,646,29,0
CUST-1405,6118.48,80599.51,200.0,174873.89,0.572,2454.52,43772.33,17.83,1,11,0.019,75.3,Engaged,"{'transactionFrequency': 22.3, 'digitalUsage': 17.3, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,True,False,True,1,0,0,73.0,69.2,4.8,2.2,479.3,36,441534,690,71,0
CUST-1406,1768.32,2193.76,200.0,8773.62,0.927,2541.05,28375.03,11.17,4,1,-0.745,55.2,At Risk,"{'transactionFrequency': 14.0, 'digitalUsage': 20.5, 'productUsage': 4.0, 'recency': 18.7, 'servicePenalty': 2.0}",1,False,False,False,False,1,1,0,26.0,82.1,5.3,1.7,511.4,23,1018396,691,3,1
CUST-1407,200.0,15137.83,200.0,45096.77,0.882,2680.92,59426.98,22.17,1,18,-0.015,77.7,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.1, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,False,True,0,0,0,0.0,84.2,8.3,3.2,465.0,28,250000,727,6,0
CUST-1408,445.8,15255.18,200.0,52611.42,1.23,2738.95,56148.58,20.5,2,16,0.315,68.3,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 19.9, 'productUsage': 4.0, 'recency': 19.3, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,79.7,10.5,2.5,514.0,22,533414,796,65,0
CUST-1409,146641.62,247905.83,146641.62,357255.14,0.244,2294.23,52384.86,22.83,4,15,0.138,79.2,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 23.6, 'productUsage': 12.0, 'recency': 18.7, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,94.2,9.3,5.8,494.0,44,364001,721,58,0
CUST-1410,200365.54,246011.45,200365.54,294596.03,0.115,2098.25,41265.51,19.67,4,13,-0.125,73.3,Engaged,"{'transactionFrequency': 24.6, 'digitalUsage': 18.0, 'productUsage': 12.0, 'recency': 18.7, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,72.0,3.2,1.0,483.1,37,281204,784,106,0
CUST-1411,5745.82,14028.02,200.0,60785.08,1.291,2023.66,43508.69,21.5,10,12,-0.101,67.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.4, 'productUsage': 8.0, 'recency': 16.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,69.8,1.5,3.8,517.6,47,269319,619,42,0
CUST-1412,200.0,5709.66,200.0,20999.54,1.13,2732.51,42809.25,15.67,3,9,0.133,68.8,Engaged,"{'transactionFrequency': 19.6, 'digitalUsage': 20.2, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 2.0}",3,True,False,False,True,1,1,0,87.0,80.9,6.7,3.3,471.9,34,390363,850,13,0
CUST-1413,1801517.78,1845655.99,1801517.78,1910646.95,0.016,2200.32,31171.17,14.17,1,11,-0.188,74.3,Engaged,"{'transactionFrequency': 17.7, 'digitalUsage': 22.9, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 2.0}",4,True,False,True,True,1,1,0,60.0,91.8,7.5,3.3,545.8,37,250000,640,50,0
CUST-1414,72861.36,104059.22,70059.52,168344.46,0.235,2644.04,51118.09,19.33,2,14,-0.127,82.5,Highly Engaged,"{'transactionFrequency': 24.2, 'digitalUsage': 23.1, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,92.2,9.7,2.7,518.6,30,766048,689,3,0
CUST-1415,559630.14,633446.56,556488.85,747630.53,0.088,2242.42,58302.92,26.0,1,19,-0.205,70.0,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.3, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,69.2,2.7,2.8,417.0,47,533734,816,55,0
CUST-1416,200.0,1451.86,200.0,19855.26,1.852,2388.22,43784.01,18.33,2,13,0.286,77.1,Engaged,"{'transactionFrequency': 22.9, 'digitalUsage': 18.9, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,75.5,6.0,4.0,417.4,31,951493,796,6,0
CUST-1417,9977.12,25293.41,200.0,74299.1,0.822,2166.98,42256.06,19.5,2,10,-0.224,75.6,Engaged,"{'transactionFrequency': 24.4, 'digitalUsage': 23.9, 'productUsage': 8.0, 'recency': 19.3, 'servicePenalty': 0.0}",2,False,True,False,False,1,0,0,9.0,95.7,9.8,3.5,547.0,43,1170917,724,3,0
CUST-1418,151062.78,188631.75,151062.78,238202.67,0.128,2192.67,31428.28,14.33,2,11,0.316,62.6,Engaged,"{'transactionFrequency': 17.9, 'digitalUsage': 13.4, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,53.5,2.5,2.0,548.2,41,502997,776,3,0
CUST-1419,91779.13,114908.71,91779.13,173797.5,0.212,2311.74,39684.85,17.17,2,12,-0.125,68.3,Engaged,"{'transactionFrequency': 21.5, 'digitalUsage': 15.5, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,62.1,3.3,1.8,526.7,29,412913,683,27,0
CUST-1420,178457.15,216017.4,178457.15,293735.45,0.147,2640.03,39160.37,14.83,6,6,-0.375,69.4,Engaged,"{'transactionFrequency': 18.5, 'digitalUsage': 16.9, 'productUsage': 16.0, 'recency': 18.0, 'servicePenalty': 0.0}",4,True,False,True,True,0,0,0,0.0,67.4,2.5,0.7,534.4,64,491761,800,10,0
CUST-1421,143199.42,197957.0,139770.32,291104.56,0.231,2247.17,50935.9,22.67,5,13,0.029,77.5,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.2, 'productUsage': 16.0, 'recency': 18.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,72.8,3.0,4.0,483.7,63,1782603,720,56,0
CUST-1422,200.0,18289.79,200.0,60787.88,1.29,2526.18,23998.69,9.5,61,0,-0.717,40.9,At Risk,"{'transactionFrequency': 11.9, 'digitalUsage': 21.1, 'productUsage': 8.0, 'recency': 0.0, 'servicePenalty': 0.0}",2,False,False,False,True,0,0,0,0.0,84.2,5.5,4.5,446.8,47,254706,743,3,1
CUST-1423,192608.78,251208.86,192608.78,315359.97,0.147,2101.89,30127.09,14.33,5,10,0.0,71.8,Engaged,"{'transactionFrequency': 17.9, 'digitalUsage': 23.6, 'productUsage': 16.0, 'recency': 18.3, 'servicePenalty': 4.0}",4,True,False,True,True,3,2,0,36.3,94.2,9.7,3.8,516.6,50,371804,719,27,0
